targetTaxonName,sourceTaxonName,interaction_pair_fraction,decimalLatitude,decimalLongitude
Euterpe oleracea,Tachyphonus surinamus,5.252994732296882e-07,-1.20555555555556,-48.295
Schefflera decaphylla,Sapajus apella,5.252994732296882e-07,4.08333333333333,-52.6666666666667
Myrcia splendens,Phlegopsis nigromaculata,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Miconia ciliata,Celeus elegans,1.0505989464593764e-06,-1.20555555555556,-48.295
Inga edulis,Sapajus apella,1.0505989464593764e-06,4.08333333333333,-52.6666666666667
Micropholis melinoniana,Alouatta macconnelli,1.0505989464593764e-06,4.08333333333333,-52.6666666666667
Micropholis venulosa,Alouatta macconnelli,5.252994732296882e-07,4.08333333333333,-52.6666666666667
Myrcia splendens,Willisornis poecilinotus,5.252994732296882e-07,-1.20555555555556,-48.295
Pouteria filipes,Alouatta macconnelli,5.252994732296882e-07,4.08333333333333,-52.6666666666667
Elachyptera floribunda,Sapajus apella,5.252994732296882e-07,4.08333333333333,-52.6666666666667
Tabernaemontana angulata,Lepidothrix iris,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Ocotea tomentella,Sapajus apella,5.252994732296882e-07,4.08333333333333,-52.6666666666667
Geonoma macrostachys,Turdus,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Croton matourensis,Lepidothrix iris,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Psidium guajava,Willisornis poecilinotus,5.252994732296882e-07,-1.20555555555556,-48.295
Miconia ciliata,Phlegopsis nigromaculata,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Spermacoce,Mionectes macconnelli,1.0505989464593764e-06,-1.20555555555556,-48.295
Croton matourensis,Turdus,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Lacunaria jenmanii,Sapajus apella,5.252994732296882e-07,4.08333333333333,-52.6666666666667
Pouteria guianensis,Sapajus apella,5.252994732296882e-07,4.08333333333333,-52.6666666666667
Psychotria colorata,Lepidothrix iris,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Spermacoce,Piaya cayana,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Inga alba,Sapajus apella,1.0505989464593764e-06,4.08333333333333,-52.6666666666667
Piper aduncum,Celeus elegans,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Psychotria colorata,Phlegopsis nigromaculata,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Spermacoce,Pipra pipra,1.0505989464593764e-06,-1.20555555555556,-48.295
Leonia glycycarpa,Sapajus apella,1.0505989464593764e-06,4.08333333333333,-52.6666666666667
Piper aduncum,Phlegopsis nigromaculata,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Chrysophyllum prieurii,Sapajus apella,1.0505989464593764e-06,4.08333333333333,-52.6666666666667
Ficus maxima,Pipra rubrocapilla,5.252994732296882e-07,-1.20555555555556,-48.295
Lacmellea floribunda,Sapajus apella,5.252994732296882e-07,4.08333333333333,-52.6666666666667
Tabernaemontana angulata,Chiroxiphia pareola,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Psidium guajava,Celeus elegans,1.0505989464593764e-06,-1.21388888888889,-48.2902777777778
Tabernaemontana angulata,Lophotriccus galeatus,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Symphonia globulifera,Chiroxiphia pareola,5.252994732296882e-07,-1.20555555555556,-48.295
Piper aduncum,Piaya cayana,1.0505989464593764e-06,-1.21388888888889,-48.2902777777778
Tabernaemontana angulata,Piaya cayana,5.252994732296882e-07,-1.21388888888889,-48.2902777777778
Manilkara huberi,Alouatta macconnelli,5.252994732296882e-07,4.08333333333333,-52.6666666666667
Piper aduncum,Turdus leucomelas,2.1011978929187528e-06,-1.21388888888889,-48.2902777777778
Piper aduncum,Turdus,2.1011978929187528e-06,-1.21388888888889,-48.2902777777778
Euterpe oleracea,Terenotriccus erythrurus,5.252994732296882e-07,-1.20555555555556,-48.295
Pradosia ptychandra,Sapajus apella,5.252994732296882e-07,4.08333333333333,-52.6666666666667
